,Interest,RepaymentPeriod,LoanAmount,EmployerName,InstallmentAmount,Boundery,LoanTypeName,YoB 
9887,1.25,72,873000.0,1,12125.0,1,11,1980.0
9888,10.0,1,800.0,1,800.0,1,9,1981.0
9889,1.25,48,540000.0,1,11250.0,1,20,1981.0
9890,10.0,1,10000.0,1,10000.0,1,7,1981.0
9891,1.0,12,8000.0,1,666.6666666666666,1,16,1981.0
9892,1.0,12,20000.0,1,1666.6666666666667,1,2,1978.0
9893,1.15,42,250000.0,1,5952.380952380952,1,10,1978.0
9894,1.15,72,316425.0,1,4394.791666666667,1,10,1982.0
9895,1.0,30,33000.0,1,1100.0,1,18,1972.0
9896,1.25,48,480000.0,1,10000.0,1,20,1978.0
9897,1.25,72,169143.75,1,2349.21875,1,11,1978.0
9898,10.0,1,6000.0,1,6000.0,1,9,1978.0
9899,1.25,48,347000.0,1,7229.166666666667,1,20,1975.0
9900,1.0,30,45000.0,1,1500.0,1,18,1975.0
9901,1.25,42,368812.0,1,8781.238095238095,1,11,1980.0
9902,1.25,48,235000.0,1,4895.833333333333,1,20,1970.0
9903,1.0,12,27000.0,1,2250.0,1,16,1970.0
9904,10.0,1,200.0,1,200.0,1,9,1970.0
9905,10.0,1,7000.0,1,7000.0,1,7,1970.0
9906,1.25,72,120038.0,1,1667.1944444444443,1,11,1970.0
9907,10.0,1,1300.0,1,1300.0,1,13,1973.0
9908,1.25,48,198000.0,1,4125.0,1,20,1973.0
9909,10.0,1,4000.0,1,4000.0,1,7,1973.0
9910,1.0,12,25000.0,1,2083.3333333333335,1,16,1973.0
9911,1.25,72,327375.0,1,4546.875,1,11,1980.0
9912,1.25,48,225000.0,1,4687.5,1,20,1980.0
9913,10.0,1,13000.0,1,13000.0,1,7,1982.0
9914,1.25,72,699460.0,1,9714.722222222223,1,11,1982.0
9915,1.25,48,150000.0,1,3125.0,1,20,1982.0
9916,10.0,1,8500.0,1,8500.0,1,9,1982.0
9917,10.0,1,3000.0,1,3000.0,1,9,1962.0
9918,1.0,12,15000.0,1,1250.0,1,2,1962.0
9919,1.0,20,160000.0,1,8000.0,1,6,1962.0
9920,10.0,1,4000.0,1,4000.0,1,7,1962.0
9921,1.0,7,25000.0,1,3571.4285714285716,1,2,1962.0
9922,1.0,12,30000.0,1,2500.0,1,2,1962.0
9923,1.0,12,25000.0,1,2083.3333333333335,1,2,1962.0
9924,1.0,6,12000.0,1,2000.0,1,2,1962.0
9925,1.15,84,416990.0,1,4964.166666666667,1,10,1982.0
9926,1.25,48,366000.0,1,7625.0,1,20,1982.0
9927,1.0,12,15000.0,1,1250.0,1,16,1982.0
9928,10.0,1,12000.0,1,12000.0,1,7,1982.0
9929,1.25,48,375000.0,1,7812.5,1,20,1987.0
9930,10.0,1,16500.0,1,16500.0,1,13,1983.0
9931,10.0,1,10000.0,1,10000.0,1,7,1983.0
9932,1.25,30,149000.0,1,4966.666666666667,1,20,1983.0
9935,10.0,1,4000.0,1,4000.0,1,9,1981.0
9936,1.0,30,100000.0,1,3333.3333333333335,1,18,1981.0
9940,1.0,12,40000.0,1,3333.3333333333335,1,2,1980.0
9941,1.0,30,350000.0,1,11666.666666666666,1,18,1980.0
9943,1.25,72,261900.0,1,3637.5,1,11,1983.0
9944,1.0,12,80000.0,1,6666.666666666667,1,16,1983.0
9945,1.25,48,385000.0,1,8020.833333333333,1,20,1982.0
9946,10.0,1,10000.0,1,10000.0,1,7,1982.0
9947,10.0,1,721.0,1,721.0,1,9,1982.0
9948,1.0,30,30000.0,1,1000.0,1,18,1982.0
9949,1.0,12,8000.0,1,666.6666666666666,1,16,1982.0
9955,1.15,72,896538.0,1,12451.916666666666,1,10,1972.0
9957,1.0,12,30000.0,1,2500.0,1,2,1982.0
9958,1.25,72,168052.0,1,2334.0555555555557,1,11,1979.0
9959,1.0,12,100000.0,1,8333.333333333334,1,2,1969.0
9960,1.0,12,100000.0,1,8333.333333333334,1,2,1969.0
9961,1.0,12,100000.0,1,8333.333333333334,1,2,1969.0
9962,1.15,72,717230.0,1,9961.527777777777,1,10,1978.0
9963,1.0,12,220000.0,1,18333.333333333332,1,2,1963.0
9964,1.0,30,300000.0,1,10000.0,1,18,1963.0
9965,10.0,1,4000.0,1,4000.0,1,9,1979.0
9966,1.15,84,286149.0,1,3406.535714285714,1,10,1979.0
9967,1.25,48,236000.0,1,4916.666666666667,1,20,1979.0
9968,1.0,12,70000.0,1,5833.333333333333,1,2,1967.0
9969,1.0,12,150000.0,1,12500.0,1,2,1967.0
9970,1.0,24,200000.0,1,8333.333333333334,1,18,1983.0
9971,1.15,84,319125.0,1,3799.1071428571427,1,10,1978.0
9972,1.0,12,20000.0,1,1666.6666666666667,1,2,1977.0
9973,1.0,20,50000.0,1,2500.0,1,6,1977.0
9974,1.0,30,80000.0,1,2666.6666666666665,1,18,1967.0
9975,1.15,84,106375.0,1,1266.3690476190477,1,10,1979.0
9976,1.0,30,200000.0,1,6666.666666666667,1,18,1980.0
9980,1.15,60,564705.0,1,9411.75,1,10,1974.0
9981,10.0,1,9000.0,1,9000.0,1,7,1974.0
9982,1.0,12,55000.0,1,4583.333333333333,1,2,1974.0
9983,1.25,72,381938.0,1,5304.694444444444,1,11,1968.0
9984,1.25,72,436500.0,1,6062.5,1,11,1969.0
9985,10.0,1,14000.0,1,14000.0,1,7,1969.0
9986,1.25,48,298000.0,1,6208.333333333333,1,20,1972.0
9987,10.0,1,7000.0,1,7000.0,1,7,1972.0
9988,1.0,12,20000.0,1,1666.6666666666667,1,16,1972.0
9989,1.25,48,339600.0,1,7075.0,1,11,1982.0
9990,1.25,30,242000.0,1,8066.666666666667,1,20,1982.0
9991,1.25,48,200000.0,1,4166.666666666667,1,20,1977.0
9992,1.15,84,139142.0,1,1656.452380952381,1,10,1977.0
9993,10.0,1,6300.0,1,6300.0,1,9,1977.0
9994,10.0,1,5000.0,1,5000.0,1,7,1980.0
9995,1.0,12,40000.0,1,3333.3333333333335,1,16,1980.0
9996,1.25,48,250000.0,1,5208.333333333333,1,20,1980.0
9997,1.0,12,22000.0,1,1833.3333333333333,1,16,1986.0
9998,1.25,48,233000.0,1,4854.166666666667,1,20,1984.0
9999,1.0,12,30000.0,1,2500.0,1,2,1980.0
10000,1.25,72,751100.0,1,10431.944444444445,1,11,1980.0
10001,1.0,12,30000.0,1,2500.0,1,2,1980.0
10002,1.15,72,474638.0,1,6592.194444444444,1,10,1974.0
10003,1.25,48,275000.0,1,5729.166666666667,1,20,1974.0
10004,1.25,48,393000.0,1,8187.5,1,20,1982.0
10006,1.0,30,132000.0,1,4400.0,1,4,1982.0
10007,1.15,84,1170125.0,1,13930.059523809523,1,10,1982.0
10008,1.25,72,233528.0,1,3243.4444444444443,1,11,1982.0
10010,1.25,48,450000.0,1,9375.0,1,20,1968.0
10011,10.0,1,7000.0,1,7000.0,1,7,1968.0
10012,10.0,1,9000.0,1,9000.0,1,7,1976.0
10013,1.25,48,247000.0,1,5145.833333333333,1,20,1976.0
10014,1.0,12,15000.0,1,1250.0,1,16,1976.0
10015,10.0,1,16000.0,1,16000.0,1,7,1977.0
10016,1.25,72,445593.0,1,6188.791666666667,1,11,1977.0
10017,1.0,12,50000.0,1,4166.666666666667,1,16,1977.0
10019,1.25,72,456142.0,1,6335.305555555556,1,11,1970.0
10020,1.25,30,160000.0,1,5333.333333333333,1,20,1970.0
10021,1.0,12,60000.0,1,5000.0,1,2,1978.0
10022,1.25,72,327375.0,1,4546.875,1,11,1978.0
10023,10.0,1,10000.0,1,10000.0,1,9,1978.0
10024,10.0,1,23000.0,1,23000.0,1,7,1978.0
10025,1.25,60,376688.0,1,6278.133333333333,1,11,1982.0
10026,1.0,30,165000.0,1,5500.0,1,18,1982.0
10027,1.0,30,302000.0,1,10066.666666666666,1,18,1977.0
10028,1.15,52,230000.0,1,4423.076923076923,1,10,1977.0
10029,1.0,20,50000.0,1,2500.0,1,6,1981.0
10030,10.0,1,1340.0,1,1340.0,1,9,1985.0
10031,1.0,12,10000.0,1,833.3333333333334,1,16,1985.0
10032,1.25,72,384120.0,1,5335.0,1,11,1985.0
10033,10.0,1,17000.0,1,17000.0,1,7,1985.0
10034,1.25,48,255000.0,1,5312.5,1,20,1985.0
10035,1.15,60,209150.0,1,3485.8333333333335,1,10,1984.0
10037,1.0,48,370000.0,0,7708.333333333333,1,6,1987.0
10038,1.0,30,630000.0,0,21000.0,1,1,1987.0
10039,1.15,84,1967938.0,0,23427.833333333332,1,10,1987.0
10040,10.0,1,95000.0,0,95000.0,1,7,1987.0
10042,1.25,72,381938.0,0,5304.694444444444,1,11,1972.0
10043,1.25,48,106000.0,0,2208.3333333333335,1,20,1972.0
10046,10.0,1,2800.0,1,2800.0,1,9,1971.0
10047,10.0,1,9000.0,1,9000.0,1,7,1971.0
10048,1.25,48,258000.0,1,5375.0,1,20,1971.0
10049,1.45,72,465700.0,1,6468.055555555556,1,11,1985.0
10050,10.0,1,8000.0,1,8000.0,1,7,1985.0
10052,1.25,48,165000.0,1,3437.5,1,20,1991.0
10053,1.0,12,31000.0,1,2583.3333333333335,1,16,1991.0
10054,10.0,1,7000.0,1,7000.0,1,7,1967.0
10055,10.0,1,350.0,1,350.0,1,9,1967.0
10056,1.25,48,260000.0,1,5416.666666666667,1,20,1967.0
10057,1.0,12,15000.0,1,1250.0,1,16,1967.0
10058,1.25,48,198000.0,1,4125.0,1,20,1976.0
10059,10.0,1,4000.0,1,4000.0,1,9,1976.0
10060,1.25,48,300000.0,1,6250.0,1,20,1980.0
10061,1.0,12,20000.0,1,1666.6666666666667,1,2,1971.0
10062,1.0,30,145000.0,1,4833.333333333333,1,18,1966.0
10063,1.0,20,70000.0,1,3500.0,1,6,1980.0
10064,1.25,72,250988.0,1,3485.9444444444443,1,11,1985.0
10065,1.25,48,408000.0,1,8500.0,1,20,1982.0
10066,1.0,12,100000.0,1,8333.333333333334,1,16,1982.0
10067,10.0,1,15000.0,1,15000.0,1,7,1982.0
10068,1.25,72,796612.0,1,11064.055555555555,1,11,1982.0
10069,1.25,48,530000.0,1,11041.666666666666,1,20,1980.0
10070,10.0,1,15000.0,1,15000.0,1,7,1980.0
10071,1.0,12,35000.0,1,2916.6666666666665,1,16,1980.0
10072,5.0,1,10000.0,1,10000.0,1,21,1981.0
10073,1.25,72,785700.0,1,10912.5,1,11,1981.0
10074,1.25,48,244000.0,1,5083.333333333333,1,20,1980.0
10075,1.0,20,120000.0,0,6000.0,1,6,1972.0
10076,1.15,48,414700.0,1,8639.583333333334,1,10,1981.0
10077,1.0,12,70000.0,1,5833.333333333333,1,2,1981.0
10078,1.25,72,234619.0,1,3258.597222222222,1,11,1977.0
10079,1.25,72,1103374.0,1,15324.638888888889,1,11,1969.0
10080,1.25,48,274000.0,1,5708.333333333333,1,20,1969.0
10081,1.0,12,100000.0,1,8333.333333333334,1,2,1981.0
10085,1.25,30,150000.0,1,5000.0,1,20,1973.0
10086,1.15,84,159562.0,1,1899.547619047619,1,10,1973.0
10089,10.0,1,1300.0,0,1300.0,1,9,1978.0
10090,1.15,84,1559909.0,0,18570.345238095237,1,10,1978.0
10091,1.0,12,16000.0,0,1333.3333333333333,1,16,1978.0
10092,1.0,48,326000.0,0,6791.666666666667,1,6,1978.0
10093,10.0,1,75000.0,0,75000.0,1,7,1978.0
10094,1.0,12,50000.0,1,4166.666666666667,1,2,1987.0
10095,1.0,12,50000.0,1,4166.666666666667,1,2,1987.0
10096,1.0,12,45000.0,1,3750.0,1,2,1987.0
10097,1.15,72,421900.0,1,5859.722222222223,1,10,1973.0
10100,1.25,48,160000.0,1,3333.3333333333335,1,20,1969.0
10101,1.0,30,200000.0,1,6666.666666666667,1,18,1981.0
10102,1.15,30,158000.0,1,5266.666666666667,1,17,1987.0
10103,10.0,1,7500.0,1,7500.0,1,9,1987.0
10104,1.25,30,500000.0,1,16666.666666666668,1,20,1982.0
10105,1.25,72,1162150.0,1,16140.972222222223,1,11,1982.0
10107,1.0,12,10000.0,1,833.3333333333334,1,16,1980.0
10108,10.0,1,7500.0,1,7500.0,1,7,1980.0
10109,1.25,48,255000.0,1,5312.5,1,20,1980.0
10110,10.0,1,700.0,1,700.0,1,9,1980.0
10111,1.15,84,159562.0,1,1899.547619047619,1,10,1975.0
10112,1.25,72,174600.0,1,2425.0,1,11,1980.0
10113,10.0,1,10000.0,1,10000.0,1,7,1980.0
10114,1.0,12,30000.0,1,2500.0,1,2,1981.0
10115,1.25,72,574365.0,1,7977.291666666667,1,11,1981.0
10116,10.0,1,9000.0,1,9000.0,1,7,1975.0
10117,1.25,72,174600.0,1,2425.0,1,11,1981.0
10118,1.15,72,442995.0,1,6152.708333333333,1,10,1978.0
10119,1.0,12,14000.0,1,1166.6666666666667,1,2,1980.0
10120,10.0,1,10000.0,1,10000.0,1,7,1985.0
10121,10.0,1,8000.0,1,8000.0,1,9,1990.0
10125,1.0,12,25000.0,1,2083.3333333333335,1,2,1987.0
10126,10.0,1,19000.0,1,19000.0,1,7,1986.0
10127,1.25,48,573000.0,1,11937.5,1,20,1986.0
10128,1.0,30,72000.0,1,2400.0,1,18,1986.0
10129,10.0,1,9500.0,0,9500.0,1,9,1978.0
10130,1.0,12,120000.0,0,10000.0,1,16,1978.0
10131,1.0,12,60000.0,0,5000.0,1,2,1978.0
10132,1.25,72,207338.0,0,2879.6944444444443,1,11,1978.0
10133,10.0,1,11000.0,0,11000.0,1,7,1978.0
10139,10.0,1,12000.0,1,12000.0,1,7,1966.0
10140,1.25,48,480000.0,1,10000.0,1,20,1966.0
10141,1.15,72,232045.0,1,3222.847222222222,1,10,1966.0
10142,10.0,1,2500.0,1,2500.0,1,9,1966.0
10146,10.0,1,14000.0,1,14000.0,1,7,1984.0
10147,1.25,48,270000.0,1,5625.0,1,20,1984.0
10148,10.0,1,1000.0,1,1000.0,1,9,1984.0
10149,10.0,1,10000.0,1,10000.0,1,7,1984.0
10150,1.25,48,273000.0,1,5687.5,1,20,1984.0
10151,10.0,1,9000.0,1,9000.0,1,7,1970.0
10152,1.25,72,403762.0,1,5607.805555555556,1,11,1970.0
10158,1.25,72,763875.0,1,10609.375,1,11,1983.0
10159,1.25,30,260000.0,1,8666.666666666666,1,20,1983.0
10160,1.0,12,30000.0,1,2500.0,1,2,1983.0
10161,1.25,72,708221.0,1,9836.402777777777,1,11,1983.0
10163,1.0,12,200000.0,1,16666.666666666668,1,2,1965.0
10164,1.0,30,100000.0,1,3333.3333333333335,1,18,1960.0
10165,1.25,48,275000.0,1,5729.166666666667,1,20,1983.0
10166,10.0,1,8000.0,1,8000.0,1,7,1983.0
10168,1.25,48,334000.0,1,6958.333333333333,1,20,1980.0
10169,10.0,1,16000.0,1,16000.0,1,7,1980.0
10170,1.25,30,205000.0,1,6833.333333333333,1,20,1984.0
10171,1.25,48,196000.0,1,4083.3333333333335,1,20,1984.0
10172,1.15,72,428457.0,1,5950.791666666667,1,10,1984.0
10173,10.0,1,10000.0,1,10000.0,1,7,1984.0
10174,1.25,72,445593.0,1,6188.791666666667,1,11,1983.0
10175,10.0,1,20000.0,1,20000.0,1,5,1981.0
10176,10.0,1,20000.0,1,20000.0,1,7,1981.0
10177,1.25,48,410000.0,1,8541.666666666666,1,20,1981.0
10178,1.25,72,665662.0,1,9245.305555555555,1,11,1981.0
10179,1.15,84,265938.0,1,3165.9285714285716,1,10,1977.0
10181,1.0,20,115000.0,1,5750.0,1,6,1979.0
10182,1.25,48,310000.0,1,6458.333333333333,1,20,1982.0
10183,1.0,12,15000.0,1,1250.0,1,16,1982.0
10184,1.0,12,10000.0,1,833.3333333333334,1,16,1984.0
10185,10.0,1,1400.0,1,1400.0,1,9,1984.0
10186,10.0,1,1200.0,1,1200.0,1,9,1984.0
10187,1.15,84,103841.0,1,1236.202380952381,1,10,1984.0
10188,1.25,48,256000.0,1,5333.333333333333,1,20,1984.0
10189,10.0,1,14000.0,1,14000.0,1,7,1984.0
10190,1.25,48,380000.0,1,7916.666666666667,1,20,1978.0
10191,1.25,48,498785.0,1,10391.354166666666,1,11,1982.0
10192,1.0,12,60000.0,1,5000.0,1,2,1982.0
10193,1.0,12,63000.0,1,5250.0,1,2,1982.0
10194,1.15,24,254688.0,1,10612.0,1,10,1974.0
10195,1.25,72,436500.0,1,6062.5,1,11,1984.0
10196,1.15,24,203750.0,1,8489.583333333334,1,10,1984.0
10197,1.25,48,220000.0,1,4583.333333333333,1,20,1974.0
10198,1.15,84,670162.0,1,7978.119047619048,1,10,1974.0
10199,1.0,12,6000.0,1,500.0,1,16,1984.0
10200,1.25,48,260000.0,1,5416.666666666667,1,20,1984.0
10201,10.0,1,11000.0,1,11000.0,1,7,1984.0
10202,1.25,72,583516.0,1,8104.388888888889,1,11,1985.0
10203,1.0,20,50000.0,1,2500.0,1,6,1979.0
10204,1.15,72,164541.0,1,2285.2916666666665,1,10,1979.0
10205,1.0,12,45000.0,1,3750.0,1,2,1978.0
10206,1.0,12,20000.0,1,1666.6666666666667,1,16,1962.0
10207,1.25,48,436000.0,1,9083.333333333334,1,20,1979.0
10208,1.0,30,60000.0,1,2000.0,1,18,1986.0
10209,1.25,72,403762.0,1,5607.805555555556,1,11,1986.0
10210,1.0,12,22000.0,1,1833.3333333333333,1,2,1986.0
10211,1.0,12,35000.0,1,2916.6666666666665,1,2,1976.0
10212,1.0,30,190000.0,1,6333.333333333333,1,18,1976.0
10213,1.15,60,470588.0,1,7843.133333333333,1,10,1978.0
10214,1.25,30,127000.0,1,4233.333333333333,1,20,1984.0
10215,1.15,72,221498.0,1,3076.3611111111113,1,10,1984.0
10216,1.25,72,742050.0,1,10306.25,1,11,1975.0
10217,1.25,48,295000.0,1,6145.833333333333,1,20,1975.0
10218,1.25,48,220000.0,1,4583.333333333333,1,20,1977.0
10219,1.25,48,535000.0,1,11145.833333333334,1,20,1976.0
10220,1.15,84,316997.5,1,3773.779761904762,1,10,1976.0
10222,1.0,10,40000.0,1,4000.0,1,2,1978.0
10223,10.0,1,4000.0,1,4000.0,1,9,1978.0
10224,1.25,72,654750.0,1,9093.75,1,11,1978.0
10225,1.15,20,100000.0,1,5000.0,1,17,1978.0
10226,10.0,1,15000.0,1,15000.0,1,7,1978.0
10227,10.0,1,6000.0,1,6000.0,1,7,1980.0
10228,1.25,48,240000.0,1,5000.0,1,20,1980.0
10229,1.15,84,882588.0,1,10507.0,1,10,1983.0
10230,1.15,84,744625.0,1,8864.583333333334,1,10,1985.0
10234,10.0,1,70000.0,0,70000.0,1,7,1992.0
10235,1.0,48,340000.0,0,7083.333333333333,1,6,1992.0
10236,1.15,84,1967938.0,0,23427.833333333332,1,10,1992.0
10237,10.0,1,2100.0,0,2100.0,1,9,1992.0
10238,1.0,12,100000.0,1,8333.333333333334,1,2,1972.0
10239,1.0,24,420000.0,1,17500.0,1,18,1972.0
10240,1.25,48,224000.0,1,4666.666666666667,1,20,1967.0
10241,10.0,1,3700.0,1,3700.0,1,9,1967.0
10242,1.15,84,829725.0,1,9877.67857142857,1,10,1981.0
10243,1.0,12,25000.0,1,2083.3333333333335,1,2,1981.0
10244,1.25,48,272000.0,1,5666.666666666667,1,20,1981.0
10245,10.0,1,12000.0,1,12000.0,1,7,1981.0
10246,1.25,30,211000.0,1,7033.333333333333,1,20,1986.0
10247,1.15,72,421900.0,1,5859.722222222223,1,10,1986.0
10251,1.0,12,38000.0,1,3166.6666666666665,1,16,1981.0
10252,1.25,48,192000.0,1,4000.0,1,20,1981.0
10253,10.0,1,12000.0,1,12000.0,1,7,1981.0
10254,1.25,72,147319.0,1,2046.0972222222222,1,11,1981.0
10258,1.0,12,15000.0,1,1250.0,1,16,1983.0
10259,1.15,72,311925.0,1,4332.291666666667,1,10,1983.0
10260,1.25,30,200000.0,1,6666.666666666667,1,20,1983.0
10262,1.0,12,30000.0,1,2500.0,1,2,1983.0
10263,1.25,30,270000.0,1,9000.0,1,20,1983.0
10264,1.0,12,30000.0,1,2500.0,1,2,1983.0
10266,1.15,60,589764.0,1,9829.4,1,10,1981.0
10267,1.25,48,470000.0,1,9791.666666666666,1,20,1965.0
10268,1.25,72,98212.0,1,1364.0555555555557,1,11,1965.0
10269,10.0,1,9000.0,1,9000.0,1,7,1983.0
10270,1.0,12,24000.0,1,2000.0,1,16,1983.0
10271,1.0,12,11000.0,1,916.6666666666666,1,2,1983.0
10272,1.25,48,140000.0,1,2916.6666666666665,1,20,1983.0
10273,1.25,72,112989.0,1,1569.2916666666667,1,11,1984.0
10274,1.0,12,150000.0,1,12500.0,1,2,1976.0
10278,1.15,84,256038.0,1,3048.0714285714284,1,10,1982.0
10280,1.0,12,25000.0,1,2083.3333333333335,1,2,1983.0
10281,10.0,1,12000.0,1,12000.0,1,7,1983.0
10282,10.0,1,19000.0,1,19000.0,1,7,1983.0
10283,1.0,12,10000.0,1,833.3333333333334,1,2,1983.0
10284,1.25,72,576180.0,1,8002.5,1,11,1983.0
10285,1.25,48,181000.0,1,3770.8333333333335,1,20,1983.0
10286,10.0,1,18000.0,1,18000.0,1,7,1983.0
10287,1.25,48,433000.0,1,9020.833333333334,1,20,1980.0
10288,10.0,1,18000.0,1,18000.0,1,7,1980.0
10289,10.0,1,7000.0,1,7000.0,1,9,1980.0
10290,1.25,72,622012.0,1,8639.055555555555,1,11,1980.0
10291,1.25,30,150000.0,1,5000.0,1,20,1983.0
10292,1.25,72,763875.0,1,10609.375,1,11,1983.0
10293,1.15,72,555812.0,1,7719.611111111111,1,10,1971.0
10294,1.15,72,295330.0,1,4101.805555555556,1,10,1979.0
10295,1.25,72,827575.0,1,11494.097222222223,1,11,1984.0
10296,1.0,12,70000.0,1,5833.333333333333,1,2,1977.0
10297,10.0,1,3500.0,1,3500.0,1,7,1980.0
10298,1.25,72,742655.0,1,10314.652777777777,1,11,1977.0
10299,1.25,48,214000.0,1,4458.333333333333,1,20,1977.0
10300,1.0,12,100000.0,1,8333.333333333334,1,2,1977.0
10301,1.0,30,380000.0,1,12666.666666666666,1,18,1979.0
10302,10.0,1,5800.0,1,5800.0,1,7,1979.0
10303,1.25,48,303000.0,1,6312.5,1,20,1979.0
10304,10.0,1,3100.0,1,3100.0,1,9,1979.0
10305,1.15,72,200402.0,1,2783.3611111111113,1,10,1992.0
10306,5.0,1,10000.0,0,10000.0,1,21,1974.0
10307,1.0,12,40000.0,0,3333.3333333333335,1,2,1974.0
10308,1.15,72,738325.0,1,10254.513888888889,1,10,1977.0
10311,1.25,48,236000.0,1,4916.666666666667,1,20,1984.0
10312,1.15,84,893550.0,1,10637.5,1,10,1984.0
10313,10.0,1,20000.0,1,20000.0,1,7,1984.0
10314,10.0,1,3400.0,1,3400.0,1,9,1984.0
10316,1.15,72,527375.0,1,7324.652777777777,1,10,1984.0
10319,1.0,12,50000.0,1,4166.666666666667,1,2,1980.0
10320,1.15,36,313464.0,1,8707.333333333334,1,10,1980.0
10321,10.0,1,13500.0,1,13500.0,1,7,1975.0
10322,1.25,48,366000.0,1,7625.0,1,20,1975.0
10323,10.0,1,1515.0,1,1515.0,1,9,1975.0
10324,1.0,12,10000.0,1,833.3333333333334,1,16,1975.0
10325,1.15,84,111694.0,1,1329.6904761904761,1,10,1978.0
10326,1.0,12,70000.0,1,5833.333333333333,1,2,1979.0
10327,1.15,84,733988.0,1,8737.952380952382,1,10,1983.0
10328,1.25,48,393000.0,1,8187.5,1,20,1983.0
10329,1.25,48,350000.0,1,7291.666666666667,1,20,1981.0
10330,10.0,1,1800.0,1,1800.0,1,9,1981.0
10331,10.0,1,11000.0,1,11000.0,1,7,1981.0
10332,1.15,84,53188.0,1,633.1904761904761,1,10,1981.0
10333,10.0,1,1500.0,1,1500.0,1,9,1981.0
10335,1.0,30,100000.0,1,3333.3333333333335,1,18,1986.0
10336,1.25,72,686396.0,1,9533.277777777777,1,11,1980.0
10338,1.15,48,622050.0,1,12959.375,1,10,1985.0
10339,1.25,48,290000.0,1,6041.666666666667,1,20,1953.0
10340,1.15,38,250000.0,1,6578.9473684210525,1,10,1978.0
10342,1.15,84,462477.0,1,5505.678571428572,1,10,1981.0
10344,1.0,12,135000.0,1,11250.0,1,2,1986.0
10345,1.25,30,90000.0,1,3000.0,1,20,1984.0
10346,1.0,20,20000.0,1,1000.0,1,6,1981.0
10347,1.25,30,164000.0,1,5466.666666666667,1,20,1981.0
10348,1.0,12,18000.0,1,1500.0,1,2,1981.0
10349,1.25,72,316462.5,1,4395.3125,1,11,1981.0
10350,10.0,1,10200.0,1,10200.0,1,7,1981.0
10351,1.0,12,17000.0,1,1416.6666666666667,1,2,1981.0
10352,1.25,72,234619.0,1,3258.597222222222,1,11,1983.0
10354,1.25,48,440000.0,1,9166.666666666666,1,20,1975.0
10355,10.0,1,3000.0,1,3000.0,1,7,1975.0
10356,1.25,72,109125.0,1,1515.625,1,11,1984.0
10357,1.15,20,162000.0,1,8100.0,1,17,1984.0
10358,1.15,60,411633.0,1,6860.55,1,10,1984.0
10359,1.25,72,611100.0,1,8487.5,1,11,1980.0
10360,10.0,1,17000.0,1,17000.0,1,7,1980.0
10361,1.25,48,180000.0,1,3750.0,1,20,1976.0
10362,1.25,72,304324.0,1,4226.722222222223,1,11,2015.0
10363,1.0,12,40000.0,1,3333.3333333333335,1,2,1977.0
10364,1.15,72,527375.0,1,7324.652777777777,1,10,1977.0
10365,1.25,30,141000.0,1,4700.0,1,20,1983.0
10366,1.15,72,204950.0,1,2846.527777777778,1,10,1983.0
10370,1.15,60,574117.0,1,9568.616666666667,1,10,1985.0
10373,1.15,72,189855.0,1,2636.875,1,10,1969.0
10377,1.25,48,423000.0,1,8812.5,1,20,1983.0
10378,1.15,84,368850.0,1,4391.071428571428,1,10,1983.0
10392,1.25,48,47000.0,1,979.1666666666666,1,20,1986.0
10393,1.25,72,897008.0,1,12458.444444444445,1,11,1986.0
10394,10.0,1,8000.0,1,8000.0,1,7,1986.0
10395,1.25,72,469238.0,1,6517.194444444444,1,11,1986.0
10396,10.0,1,2500.0,1,2500.0,1,9,1986.0
10397,1.15,72,601207.5,1,8350.104166666666,1,10,1986.0
10398,1.0,30,92000.0,0,3066.6666666666665,1,18,1977.0
10400,1.0,20,100000.0,1,5000.0,1,6,1988.0
10401,1.25,48,251000.0,1,5229.166666666667,1,20,1983.0
10402,1.15,60,470588.0,1,7843.133333333333,1,10,1960.0
10403,10.0,1,2000.0,1,2000.0,1,9,1960.0
10404,1.25,72,398152.0,1,5529.888888888889,1,11,1981.0
10406,1.15,84,695742.0,1,8282.642857142857,1,10,1975.0
10408,1.25,48,491000.0,1,10229.166666666666,1,20,1967.0
10409,10.0,1,12000.0,1,12000.0,1,7,1967.0
10410,1.25,72,261900.0,1,3637.5,1,11,1967.0
10411,1.0,12,50000.0,1,4166.666666666667,1,2,1967.0
10412,1.0,20,81000.0,1,4050.0,1,6,1982.0
10413,1.0,12,20000.0,1,1666.6666666666667,1,16,1982.0
10414,1.25,48,149000.0,1,3104.1666666666665,1,20,1970.0
10415,1.25,48,965738.0,1,20119.541666666668,1,11,1970.0
10416,1.25,72,261900.0,1,3637.5,1,11,1982.0
10417,1.25,48,255000.0,1,5312.5,1,20,1982.0
10418,1.25,72,438825.0,1,6094.791666666667,1,11,1985.0
10420,1.0,12,33000.0,1,2750.0,1,2,1982.0
10421,1.25,52,522872.0,1,10055.23076923077,1,11,1982.0
10422,1.25,72,398623.0,1,5536.430555555556,1,11,1982.0
10423,1.15,48,519412.0,1,10821.083333333334,1,10,1978.0
10424,1.0,12,10000.0,1,833.3333333333334,1,16,1979.0
10425,1.0,20,100000.0,1,5000.0,1,6,1979.0
10426,1.25,72,530467.0,1,7367.597222222223,1,11,1979.0
10427,1.0,12,35000.0,1,2916.6666666666665,1,2,1985.0
