,Interest,RepaymentPeriod,LoanAmount,EmployerName,InstallmentAmount,Boundery,LoanTypeName,YoB 
2070,1.15,54,572688.0,1,10605.333333333334,1,10,1984.0
2071,1.0,12,20000.0,1,1666.6666666666667,1,2,1986.0
2072,1.15,84,723350.0,1,8611.309523809523,1,10,1987.0
2073,10.0,1,18000.0,1,18000.0,1,7,1987.0
2074,1.25,48,450000.0,1,9375.0,1,20,1961.0
2077,1.0,30,240000.0,1,8000.0,1,4,1983.0
2078,1.25,30,130000.0,1,4333.333333333333,1,20,1988.0
2079,10.0,1,6700.0,1,6700.0,1,9,1984.0
2080,10.0,1,6812.0,1,6812.0,1,9,1984.0
2081,1.0,12,30000.0,1,2500.0,1,16,1984.0
2082,10.0,1,6500.0,1,6500.0,1,9,1984.0
2083,1.0,12,100000.0,1,8333.333333333334,1,2,1992.0
2085,1.25,48,225000.0,1,4687.5,1,20,1988.0
2086,1.0,30,35000.0,1,1166.6666666666667,1,18,1988.0
2087,1.45,48,99922.5,1,2081.71875,1,11,1958.0
2088,1.0,12,50000.0,0,4166.666666666667,1,8,1998.0
2091,1.0,12,70000.0,0,5833.333333333333,1,2,1986.0
2092,1.0,30,110000.0,1,3666.6666666666665,1,4,1990.0
2093,1.0,30,100000.0,1,3333.3333333333335,1,18,1986.0
2095,1.0,24,324000.0,0,13500.0,1,18,1986.0
2096,1.0,12,50000.0,1,4166.666666666667,1,2,1986.0
2097,1.0,24,200000.0,1,8333.333333333334,1,4,1986.0
2099,1.0,30,35000.0,1,1166.6666666666667,1,18,1987.0
2100,1.15,30,87000.0,1,2900.0,1,17,1987.0
2101,10.0,1,6974.5,1,6974.5,1,9,1987.0
2102,10.0,1,5599.0,1,5599.0,1,9,1987.0
2103,10.0,1,5000.0,1,5000.0,1,9,1987.0
2104,1.0,30,160000.0,1,5333.333333333333,1,18,1994.0
2105,1.25,72,491062.0,1,6820.305555555556,1,11,1982.0
2106,1.0,30,100000.0,1,3333.3333333333335,1,18,1988.0
2107,1.0,12,50000.0,1,4166.666666666667,1,2,1985.0
2108,1.25,72,311962.0,1,4332.805555555556,1,11,1989.0
2109,10.0,1,8000.0,1,8000.0,1,7,1989.0
2110,1.25,48,153000.0,1,3187.5,1,20,1989.0
2112,1.25,72,381937.5,1,5304.6875,1,10,1960.0
2113,10.0,1,7000.0,1,7000.0,1,7,1992.0
2114,1.0,30,190000.0,1,6333.333333333333,1,4,1992.0
2115,1.0,12,80000.0,1,6666.666666666667,1,2,1992.0
2116,1.0,12,110000.0,1,9166.666666666666,1,2,1992.0
2117,1.0,12,36000.0,1,3000.0,1,2,1992.0
2118,1.15,84,581591.0,1,6923.702380952381,1,10,1991.0
2119,1.25,48,350000.0,1,7291.666666666667,1,20,1991.0
2120,10.0,1,18000.0,1,18000.0,1,7,1991.0
2121,1.0,12,50000.0,1,4166.666666666667,1,2,1974.0
2123,1.0,30,320000.0,1,10666.666666666666,1,4,1983.0
2124,1.0,12,30000.0,1,2500.0,1,2,1984.0
2125,1.0,12,25000.0,1,2083.3333333333335,1,16,1984.0
2126,1.0,12,30000.0,1,2500.0,1,2,1984.0
2127,1.0,30,250000.0,1,8333.333333333334,1,4,1984.0
2128,1.0,12,30000.0,1,2500.0,1,2,1984.0
2129,1.25,72,85800.0,1,1191.6666666666667,1,11,1984.0
2131,1.0,30,150000.0,1,5000.0,1,4,1995.0
2132,1.25,48,434000.0,1,9041.666666666666,1,20,1995.0
2134,1.25,72,567450.0,1,7881.25,1,11,1986.0
2135,1.0,12,20000.0,1,1666.6666666666667,1,6,1986.0
2136,1.0,12,130000.0,1,10833.333333333334,1,16,1962.0
2137,1.25,72,807070.0,1,11209.305555555555,1,11,1985.0
2138,1.0,12,20000.0,1,1666.6666666666667,1,2,1985.0
2139,1.0,12,25000.0,0,2083.3333333333335,1,2,1994.0
2140,10.0,1,4000.0,1,4000.0,1,7,1990.0
2141,10.0,1,3000.0,1,3000.0,1,9,1990.0
2142,1.25,48,360000.0,1,7500.0,1,20,1990.0
2143,1.0,12,20000.0,0,1666.6666666666667,1,2,1983.0
2144,1.0,12,10000.0,0,833.3333333333334,1,2,1983.0
2145,1.0,20,100000.0,0,5000.0,1,18,1983.0
2146,1.15,72,527375.0,1,7324.652777777777,1,10,1983.0
2148,1.0,12,60000.0,0,5000.0,1,8,1988.0
2151,1.0,12,15000.0,1,1250.0,1,2,1976.0
2153,1.0,30,330000.0,1,11000.0,1,18,1976.0
2156,1.0,12,20000.0,1,1666.6666666666667,1,2,1984.0
2157,1.0,12,20000.0,1,1666.6666666666667,1,2,1988.0
2158,1.0,30,230000.0,1,7666.666666666667,1,4,1988.0
2159,1.0,20,20000.0,1,1000.0,1,6,1988.0
2160,1.0,12,20000.0,1,1666.6666666666667,1,2,1988.0
2161,10.0,1,10000.0,1,10000.0,1,9,1958.0
2162,1.0,30,130000.0,1,4333.333333333333,1,18,1987.0
2163,1.0,30,90000.0,1,3000.0,1,18,1982.0
2164,1.0,30,100000.0,1,3333.3333333333335,1,4,1987.0
2165,1.25,72,647338.0,1,8990.805555555555,1,11,1994.0
2168,1.0,24,120000.0,0,5000.0,1,8,1989.0
2173,1.15,84,2127500.0,0,25327.380952380954,1,10,1981.0
2174,1.0,30,110000.0,0,3666.6666666666665,1,18,1986.0
2175,1.0,12,120000.0,0,10000.0,1,2,1983.0
2176,1.25,72,645656.0,1,8967.444444444445,1,11,1982.0
2177,10.0,1,6950.0,1,6950.0,1,9,1992.0
2178,1.25,48,216000.0,1,4500.0,1,20,1992.0
2179,1.0,30,190000.0,1,6333.333333333333,1,4,1992.0
2180,1.0,12,34000.0,0,2833.3333333333335,1,2,1987.0
2181,1.0,24,80000.0,1,3333.3333333333335,1,18,1984.0
2182,1.15,84,314625.0,1,3745.535714285714,1,10,1985.0
2184,1.0,12,60000.0,0,5000.0,1,2,1983.0
2185,1.0,30,250000.0,1,8333.333333333334,1,4,1980.0
2186,1.15,84,656485.0,1,7815.297619047619,1,10,1989.0
2187,10.0,1,4000.0,1,4000.0,1,7,1984.0
2188,1.0,30,94000.0,1,3133.3333333333335,1,18,1984.0
2189,1.0,30,150000.0,1,5000.0,1,18,1986.0
2190,1.15,84,304813.0,1,3628.7261904761904,1,10,1967.0
2191,1.25,30,306000.0,1,10200.0,1,20,1967.0
2195,1.25,72,163688.0,1,2273.4444444444443,1,11,1986.0
2196,1.15,48,414700.0,1,8639.583333333334,1,10,1940.0
2197,1.15,84,106375.0,1,1266.3690476190477,1,10,1988.0
2198,1.25,48,286000.0,1,5958.333333333333,1,20,1986.0
2204,1.0,8,10000.0,0,1250.0,1,2,1993.0
2205,1.0,24,60000.0,0,2500.0,1,18,1995.0
2206,10.0,1,2000.0,0,2000.0,1,7,1995.0
2207,1.0,30,150000.0,0,5000.0,1,18,1998.0
2208,1.0,30,200000.0,1,6666.666666666667,1,4,1989.0
2209,1.0,12,10000.0,1,833.3333333333334,1,2,1984.0
2210,1.0,12,7000.0,1,583.3333333333334,1,2,1984.0
2211,10.0,1,3000.0,1,3000.0,1,7,1984.0
2212,1.0,30,108000.0,1,3600.0,1,18,1984.0
2213,1.25,48,333000.0,1,6937.5,1,20,1984.0
2214,1.0,30,150000.0,1,5000.0,1,18,1984.0
2215,1.0,30,200000.0,1,6666.666666666667,1,18,1993.0
2216,10.0,1,7000.0,1,7000.0,1,9,1993.0
2217,1.0,7,7000.0,1,1000.0,1,2,1989.0
2218,1.0,30,130000.0,1,4333.333333333333,1,4,1989.0
2220,1.0,30,120000.0,1,4000.0,1,4,1984.0
2221,1.0,30,180000.0,1,6000.0,1,4,1986.0
2222,1.0,12,100000.0,1,8333.333333333334,1,2,1975.0
2223,1.0,12,40000.0,0,3333.3333333333335,1,2,1991.0
2226,1.0,30,60000.0,1,2000.0,1,4,1982.0
2227,1.25,48,241000.0,1,5020.833333333333,1,20,1982.0
2228,1.0,12,20000.0,1,1666.6666666666667,1,2,1940.0
2229,1.15,72,520875.0,1,7234.375,1,10,1984.0
2231,1.0,12,25000.0,0,2083.3333333333335,1,2,1986.0
2232,1.15,84,81909.0,1,975.1071428571429,1,10,1986.0
2233,1.15,84,202112.0,1,2406.095238095238,1,10,1975.0
2234,1.15,84,74462.0,1,886.452380952381,1,10,1975.0
2238,1.0,15,100000.0,1,6666.666666666667,1,4,1985.0
2239,1.0,12,20000.0,1,1666.6666666666667,1,2,1985.0
2240,1.0,30,220000.0,1,7333.333333333333,1,18,1985.0
2241,10.0,1,3000.0,1,3000.0,1,7,1985.0
2245,1.25,48,253000.0,1,5270.833333333333,1,20,1959.0
2246,1.25,48,398000.0,1,8291.666666666666,1,20,1983.0
2247,1.0,20,85000.0,1,4250.0,1,6,1988.0
2248,1.0,30,200000.0,1,6666.666666666667,1,4,1981.0
2249,1.15,84,638250.0,1,7598.214285714285,1,10,1988.0
2250,1.0,12,25000.0,1,2083.3333333333335,1,2,1990.0
2251,1.0,30,86000.0,1,2866.6666666666665,1,18,1986.0
2252,1.25,48,134000.0,1,2791.6666666666665,1,20,1981.0
2253,10.0,1,3200.0,1,3200.0,1,9,1981.0
2254,1.25,72,141862.0,1,1970.3055555555557,1,11,1985.0
2255,1.0,30,70000.0,1,2333.3333333333335,1,18,1985.0
2258,10.0,1,8000.0,1,8000.0,1,9,1994.0
2259,1.0,12,75000.0,1,6250.0,1,2,1994.0
2260,1.25,48,261000.0,1,5437.5,1,20,1987.0
2261,1.0,30,30000.0,1,1000.0,1,18,1990.0
2262,1.0,30,100000.0,1,3333.3333333333335,1,18,1988.0
2263,10.0,1,1000.0,1,1000.0,1,7,1989.0
2264,1.0,30,90000.0,1,3000.0,1,18,1989.0
2265,10.0,1,6000.0,1,6000.0,1,9,1989.0
2266,1.0,30,83000.0,1,2766.6666666666665,1,4,1983.0
2267,1.25,48,162000.0,1,3375.0,1,20,1985.0
2268,10.0,1,3000.0,1,3000.0,1,7,1985.0
2269,1.0,12,36000.0,0,3000.0,1,2,1989.0
2272,1.15,72,1054750.0,1,14649.305555555555,1,10,1960.0
2274,1.15,30,130000.0,1,4333.333333333333,1,17,1960.0
2278,1.0,30,200000.0,0,6666.666666666667,1,18,1992.0
2281,1.15,84,121296.0,1,1444.0,1,10,1983.0
2282,10.0,1,2200.0,1,2200.0,1,7,1981.0
2283,1.0,30,110000.0,1,3666.6666666666665,1,4,1981.0
2284,1.0,30,110000.0,1,3666.6666666666665,1,4,1987.0
2285,1.25,72,294638.0,1,4092.1944444444443,1,11,1987.0
2286,1.0,20,60000.0,1,3000.0,1,6,1987.0
2290,1.25,72,954843.0,1,13261.708333333334,1,11,1991.0
2291,1.0,30,150000.0,1,5000.0,1,4,1988.0
2292,1.0,12,27000.0,1,2250.0,1,16,1990.0
2293,1.25,48,150000.0,1,3125.0,1,20,1990.0
2294,10.0,1,3000.0,1,3000.0,1,9,1990.0
2295,1.15,84,531875.0,1,6331.8452380952385,1,10,1990.0
2296,1.0,30,200000.0,1,6666.666666666667,1,4,1990.0
2299,1.0,20,400000.0,1,20000.0,1,18,1962.0
2300,1.0,12,20000.0,1,1666.6666666666667,1,2,1962.0
2301,1.0,12,21000.0,1,1750.0,1,2,1962.0
2302,10.0,1,10000.0,1,10000.0,1,7,1962.0
2303,1.15,84,755262.0,1,8991.214285714286,1,10,1989.0
2304,1.0,12,45000.0,0,3750.0,1,2,1986.0
2305,1.0,25,30000.0,1,1200.0,1,18,1962.0
2306,10.0,1,10000.0,1,10000.0,1,7,1962.0
2307,1.25,30,301000.0,1,10033.333333333334,1,20,1962.0
2310,1.15,84,191475.0,1,2279.464285714286,1,10,1976.0
2311,1.0,30,32000.0,1,1066.6666666666667,1,4,1990.0
2312,1.0,12,49000.0,1,4083.3333333333335,1,2,1980.0
2313,1.0,30,150000.0,1,5000.0,1,4,1991.0
2314,1.0,12,20000.0,1,1666.6666666666667,1,2,1991.0
2316,1.0,20,310000.0,1,15500.0,1,6,1940.0
2317,1.0,30,100000.0,1,3333.3333333333335,1,4,1989.0
2318,1.0,30,163500.0,1,5450.0,1,18,1992.0
2323,1.0,30,250000.0,1,8333.333333333334,1,18,1985.0
2324,1.25,72,392362.0,1,5449.472222222223,1,11,1989.0
2327,1.0,30,150000.0,1,5000.0,1,4,1986.0
2328,1.0,30,220000.0,1,7333.333333333333,1,18,1990.0
2329,1.25,48,150000.0,1,3125.0,1,20,1987.0
2330,1.15,84,914442.0,1,10886.214285714286,1,10,1987.0
2332,1.0,30,200000.0,1,6666.666666666667,1,18,1960.0
2333,1.15,84,979714.0,1,11663.261904761905,1,10,1986.0
2334,1.0,12,60000.0,1,5000.0,1,16,1958.0
2335,1.15,30,430000.0,1,14333.333333333334,1,17,1958.0
2336,1.15,30,150000.0,1,5000.0,1,17,1962.0
2337,1.0,9,101000.0,1,11222.222222222223,1,2,1962.0
2338,10.0,1,2000.0,1,2000.0,1,9,1962.0
2339,1.0,12,40000.0,1,3333.3333333333335,1,16,1992.0
2340,1.0,30,140000.0,1,4666.666666666667,1,4,1992.0
2341,1.15,84,111694.0,1,1329.6904761904761,1,10,1989.0
2343,1.0,30,100000.0,0,3333.3333333333335,1,4,1994.0
2344,1.0,30,120000.0,1,4000.0,1,18,1992.0
2346,1.0,12,60000.0,0,5000.0,1,8,1976.0
2347,1.0,30,100000.0,1,3333.3333333333335,1,18,1987.0
2348,1.0,12,22000.0,1,1833.3333333333333,1,16,1951.0
2353,10.0,1,6700.0,1,6700.0,1,9,1990.0
2354,1.25,48,190000.0,1,3958.3333333333335,1,20,1990.0
2355,10.0,1,10000.0,1,10000.0,1,9,1988.0
2356,10.0,1,9000.0,1,9000.0,1,9,1988.0
2357,10.0,1,10000.0,1,10000.0,1,9,1988.0
2358,1.25,72,689608.0,1,9577.888888888889,1,11,1986.0
2359,10.0,1,8000.0,1,8000.0,1,7,1986.0
2360,10.0,1,5000.0,1,5000.0,1,9,1986.0
2361,1.0,30,50000.0,1,1666.6666666666667,1,18,1986.0
2362,1.0,30,100000.0,1,3333.3333333333335,1,18,1986.0
2364,1.0,12,30000.0,1,2500.0,1,2,1988.0
2366,1.0,30,80000.0,1,2666.6666666666665,1,4,1969.0
2370,1.0,30,200000.0,1,6666.666666666667,1,18,1963.0
2371,1.0,30,80000.0,1,2666.6666666666665,1,18,1986.0
2372,1.0,30,150000.0,0,5000.0,1,18,1988.0
2373,1.0,12,100000.0,1,8333.333333333334,1,2,1990.0
2374,1.0,12,100000.0,1,8333.333333333334,1,16,1963.0
2375,1.25,60,430500.0,1,7175.0,1,11,1963.0
2376,1.0,30,168000.0,1,5600.0,1,18,1980.0
2377,1.0,30,40000.0,1,1333.3333333333333,1,4,1987.0
2378,1.0,24,150000.0,1,6250.0,1,4,1989.0
2379,1.25,48,147000.0,1,3062.5,1,20,1993.0
2380,1.0,30,240000.0,1,8000.0,1,4,1983.0
2381,1.25,48,155000.0,1,3229.1666666666665,1,20,1983.0
2382,1.0,12,22500.0,1,1875.0,1,2,1983.0
2383,10.0,1,24000.0,1,24000.0,1,13,1961.0
2384,10.0,1,12000.0,1,12000.0,1,7,1961.0
2385,1.0,12,65000.0,1,5416.666666666667,1,2,1961.0
2386,1.0,12,221000.0,1,18416.666666666668,1,16,1961.0
2387,10.0,1,7500.0,1,7500.0,1,9,1961.0
2388,1.0,30,200000.0,1,6666.666666666667,1,4,1980.0
2390,1.0,30,300000.0,0,10000.0,1,1,1997.0
2391,1.25,72,501975.0,1,6971.875,1,11,1989.0
2392,10.0,1,6000.0,1,6000.0,1,7,1989.0
2393,1.25,72,851175.0,1,11821.875,1,11,1991.0
2394,1.0,30,160000.0,1,5333.333333333333,1,4,1991.0
2395,1.0,30,200000.0,1,6666.666666666667,1,4,1988.0
2396,1.0,12,50000.0,1,4166.666666666667,1,2,1981.0
2397,1.0,30,150000.0,1,5000.0,1,4,1991.0
2398,1.0,12,100000.0,1,8333.333333333334,1,2,1990.0
2399,1.25,72,172175.0,1,2391.3194444444443,1,11,1989.0
2400,10.0,1,2500.0,1,2500.0,1,7,1989.0
2401,10.0,1,5000.0,1,5000.0,1,9,1989.0
2402,1.0,12,20000.0,1,1666.6666666666667,1,2,1988.0
2404,1.0,12,225000.0,1,18750.0,1,2,1990.0
2405,1.0,12,30000.0,1,2500.0,1,2,1987.0
2407,1.45,72,1106037.5,1,15361.631944444445,1,11,1962.0
2408,1.0,30,450000.0,1,15000.0,1,4,1991.0
2409,1.0,12,75000.0,1,6250.0,1,2,1991.0
2410,10.0,1,14000.0,1,14000.0,1,13,1978.0
2411,1.25,72,372818.0,1,5178.027777777777,1,11,1978.0
2412,1.25,48,307762.5,1,6411.71875,1,10,1958.0
2413,10.0,1,8000.0,1,8000.0,1,7,1958.0
2415,1.15,84,691438.0,1,8231.404761904761,1,10,1989.0
2416,1.25,30,337000.0,1,11233.333333333334,1,20,1955.0
2417,1.25,72,193696.0,1,2690.222222222222,1,11,1989.0
2418,10.0,1,3000.0,1,3000.0,1,7,1989.0
2420,1.0,30,280000.0,1,9333.333333333334,1,4,1991.0
2421,1.0,30,150000.0,1,5000.0,1,4,1989.0
2422,1.15,84,957375.0,1,11397.32142857143,1,10,1972.0
2423,1.15,72,1212962.5,1,16846.70138888889,1,10,1960.0
2427,1.0,30,1100000.0,1,36666.666666666664,1,1,1940.0
2428,1.0,13,200000.0,1,15384.615384615385,1,18,1940.0
2429,1.0,30,150000.0,1,5000.0,1,18,1987.0
2430,1.15,84,342678.0,1,4079.5,1,10,1993.0
2431,10.0,1,8200.0,1,8200.0,1,9,1986.0
2434,1.0,12,120000.0,0,10000.0,1,2,1997.0
2435,1.0,12,16000.0,1,1333.3333333333333,1,2,1986.0
2436,1.15,84,638250.0,1,7598.214285714285,1,10,1993.0
2441,1.0,24,150000.0,1,6250.0,1,4,1994.0
2442,1.15,84,1595625.0,1,18995.535714285714,1,10,1961.0
2443,1.15,84,670162.0,1,7978.119047619048,1,10,1990.0
2444,1.0,30,90000.0,1,3000.0,1,4,1991.0
2445,1.15,84,194451.0,1,2314.8928571428573,1,10,1995.0
2446,1.15,84,106375.0,1,1266.3690476190477,1,10,1978.0
2447,1.15,84,340400.0,1,4052.3809523809523,1,10,1987.0
2449,1.15,84,468050.0,1,5572.023809523809,1,10,1995.0
2450,1.15,48,466538.0,1,9719.541666666666,1,10,1972.0
2451,1.0,12,70000.0,1,5833.333333333333,1,2,1989.0
2452,10.0,1,8000.0,1,8000.0,1,7,1940.0
2453,1.0,25,100000.0,1,4000.0,1,18,1940.0
2454,1.25,30,418000.0,1,13933.333333333334,1,20,1940.0
2456,10.0,1,4000.0,1,4000.0,1,9,1979.0
2457,1.25,48,265312.0,1,5527.333333333333,1,11,1986.0
2458,1.0,12,100000.0,1,8333.333333333334,1,2,1986.0
2460,1.15,84,851000.0,1,10130.952380952382,1,10,1986.0
2461,1.0,30,38000.0,1,1266.6666666666667,1,18,1971.0
2463,1.15,84,87228.0,1,1038.4285714285713,1,10,1990.0
2464,1.0,30,195000.0,1,6500.0,1,1,1974.0
2465,1.25,30,465000.0,1,15500.0,1,20,1961.0
2467,1.0,30,116000.0,1,3866.6666666666665,1,4,1986.0
2468,1.25,72,261900.0,1,3637.5,1,11,1982.0
2469,10.0,1,3000.0,1,3000.0,1,9,1985.0
2471,1.0,30,100000.0,1,3333.3333333333335,1,4,1985.0
2472,1.0,30,150000.0,1,5000.0,1,4,1988.0
2473,1.0,30,300000.0,1,10000.0,1,4,1986.0
2475,1.0,30,158000.0,1,5266.666666666667,1,4,1988.0
2476,1.0,30,80000.0,1,2666.6666666666665,1,4,1986.0
2477,0.0,12,-300.0,1,-25.0,1,10,1957.0
2478,10.0,1,6000.0,1,6000.0,1,9,1992.0
2479,1.0,30,150000.0,1,5000.0,1,4,1980.0
2480,1.0,30,205000.0,1,6833.333333333333,1,4,1990.0
2482,1.0,12,60000.0,1,5000.0,1,16,1950.0
2484,10.0,1,2200.0,1,2200.0,1,7,1977.0
2485,1.0,30,189000.0,1,6300.0,1,4,1977.0
2488,1.0,30,100000.0,1,3333.3333333333335,1,4,1988.0
2489,1.0,12,90000.0,1,7500.0,1,2,1988.0
2490,1.0,30,200000.0,1,6666.666666666667,1,4,1988.0
2491,1.15,84,797812.0,1,9497.761904761905,1,10,1977.0
2493,10.0,1,15000.0,1,15000.0,1,13,1958.0
2494,1.15,30,123000.0,1,4100.0,1,17,1958.0
2495,1.25,72,785700.0,1,10912.5,1,10,1960.0
2496,1.0,20,60000.0,1,3000.0,1,6,1977.0
2497,1.25,48,800000.0,1,16666.666666666668,1,20,1958.0
2498,1.0,12,50000.0,1,4166.666666666667,1,16,1958.0
2499,1.15,36,411100.0,1,11419.444444444445,1,10,1958.0
2500,1.0,30,300000.0,1,10000.0,1,4,1992.0
2503,1.0,30,90000.0,1,3000.0,1,4,1983.0
2504,1.0,30,300000.0,1,10000.0,1,4,1988.0
2505,1.0,20,180000.0,1,9000.0,1,6,1959.0
2506,1.0,30,150000.0,1,5000.0,1,4,1985.0
2507,1.15,72,263688.0,1,3662.3333333333335,1,10,1979.0
2508,1.0,30,150000.0,1,5000.0,1,4,1978.0
2509,1.15,60,836600.0,1,13943.333333333334,1,10,1962.0
2511,10.0,1,1500.0,1,1500.0,1,9,1989.0
2512,1.0,12,183000.0,1,15250.0,1,16,1960.0
2516,1.0,30,160000.0,1,5333.333333333333,1,4,1989.0
2517,1.25,1,0.0,1,0.0,1,10,1958.0
2522,1.0,30,150000.0,1,5000.0,1,4,1986.0
2523,1.25,48,540000.0,1,11250.0,1,20,1962.0
2525,1.0,20,100000.0,1,5000.0,1,6,1986.0
2526,1.15,84,525375.0,1,6254.464285714285,1,10,1988.0
2527,1.0,30,60000.0,1,2000.0,1,18,1987.0
2530,1.0,30,150000.0,1,5000.0,1,4,1995.0
2531,1.0,12,80000.0,1,6666.666666666667,1,2,1958.0
2532,1.0,12,40000.0,1,3333.3333333333335,1,2,1958.0
2533,1.0,30,200000.0,1,6666.666666666667,1,4,1984.0
2534,1.15,60,825097.0,1,13751.616666666667,1,10,1955.0
2535,1.0,20,30000.0,1,1500.0,1,6,1950.0
2536,1.0,30,200000.0,1,6666.666666666667,1,4,1987.0
2537,1.0,12,35000.0,1,2916.6666666666665,1,2,1985.0
2538,1.25,30,195000.0,1,6500.0,1,20,1985.0
2539,10.0,1,4000.0,1,4000.0,1,9,1985.0
2540,1.25,72,327375.0,1,4546.875,1,11,1985.0
2541,1.15,72,105475.0,1,1464.9305555555557,1,10,1985.0
2543,1.25,48,620000.0,1,12916.666666666666,1,20,1960.0
2544,1.15,20,346000.0,1,17300.0,1,17,1962.0
2545,1.0,12,30000.0,1,2500.0,1,2,1962.0
2546,1.15,84,329762.0,1,3925.7380952380954,1,10,1962.0
2547,1.25,48,300000.0,1,6250.0,1,20,1959.0
2548,10.0,1,10000.0,1,10000.0,1,9,1959.0
2549,1.0,12,42000.0,1,3500.0,1,16,1959.0
2550,1.25,72,632925.0,1,8790.625,1,10,1960.0
2551,1.0,10,262000.0,1,26200.0,1,2,1962.0
2552,1.0,12,40000.0,1,3333.3333333333335,1,2,1962.0
2553,1.0,12,50000.0,1,4166.666666666667,1,14,1962.0
2554,10.0,1,79000.0,1,79000.0,1,5,1975.0
2555,1.0,30,210000.0,1,7000.0,1,4,1995.0
2556,1.7,80,257730.0,1,3221.625,1,10,1958.0
2557,1.25,24,383000.0,1,15958.333333333334,1,20,1962.0
2558,1.0,12,80000.0,1,6666.666666666667,1,16,1962.0
2559,1.0,30,77000.0,1,2566.6666666666665,1,4,1972.0
2560,10.0,1,5000.0,1,5000.0,1,7,1972.0
2561,1.0,12,40000.0,1,3333.3333333333335,1,16,1972.0
2562,1.0,10,100000.0,1,10000.0,1,2,1963.0
2563,1.0,12,200000.0,1,16666.666666666668,1,2,1963.0
2564,1.15,84,425500.0,1,5065.476190476191,1,10,1961.0
2565,10.0,1,30000.0,1,30000.0,1,12,1961.0
2567,1.25,48,487000.0,1,10145.833333333334,1,20,1964.0
2568,10.0,1,25000.0,1,25000.0,1,7,1964.0
2569,1.0,12,61000.0,1,5083.333333333333,1,16,1964.0
2570,1.25,69,1404451.0,1,20354.36231884058,1,11,1964.0
2571,1.25,48,589000.0,1,12270.833333333334,1,20,1960.0
2572,1.25,48,657975.0,1,13707.8125,1,11,1960.0
2573,1.0,12,15000.0,1,1250.0,1,16,1960.0
2574,1.0,12,27000.0,1,2250.0,1,2,1960.0
2575,10.0,1,18000.0,1,18000.0,1,7,1960.0
2576,1.25,72,709312.0,1,9851.555555555555,1,11,1964.0
2577,1.0,12,60000.0,1,5000.0,1,16,1964.0
2578,1.0,12,68000.0,1,5666.666666666667,1,14,1965.0
2579,1.25,48,530625.0,1,11054.6875,1,10,1965.0
2580,1.7,12,50000.0,1,4166.666666666667,1,2,1965.0
2581,1.0,12,50000.0,1,4166.666666666667,1,14,1965.0
2582,1.0,12,25000.0,1,2083.3333333333335,1,2,1962.0
2583,1.25,34,208750.0,1,6139.705882352941,1,11,1962.0
2584,1.0,12,20000.0,1,1666.6666666666667,1,2,1962.0
2585,1.0,12,15000.0,1,1250.0,1,16,1962.0
2586,1.0,12,36000.0,1,3000.0,1,2,1962.0
2587,10.0,1,15000.0,1,15000.0,1,7,1962.0
2588,1.25,48,370000.0,1,7708.333333333333,1,20,1964.0
2589,1.45,72,551078.0,1,7653.861111111111,1,11,1964.0
2590,10.0,1,36000.0,1,36000.0,1,7,1964.0
2591,10.0,1,20000.0,1,20000.0,1,7,1964.0
2592,1.25,60,699562.0,1,11659.366666666667,1,11,1964.0
2593,1.15,30,370000.0,1,12333.333333333334,1,17,1964.0
2594,1.25,72,1091250.0,1,15156.25,1,10,1966.0
2595,1.0,12,30000.0,0,2500.0,1,8,1970.0
2596,1.15,84,1276500.0,1,15196.42857142857,1,10,1961.0
2597,1.25,30,540000.0,1,18000.0,1,20,1961.0
2598,10.0,1,270000.0,1,270000.0,1,5,1961.0
2599,1.45,48,333075.0,1,6939.0625,1,11,1961.0
2600,10.0,1,5000.0,1,5000.0,1,7,1960.0
2601,1.0,12,12000.0,1,1000.0,1,16,1960.0
2602,1.25,30,325000.0,1,10833.333333333334,1,20,1960.0
2603,1.25,48,250000.0,1,5208.333333333333,1,20,1960.0
2604,1.0,30,840000.0,1,28000.0,1,18,1963.0
2605,1.0,15,280000.0,1,18666.666666666668,1,6,1964.0
2606,1.15,45,548285.0,1,12184.111111111111,1,10,1964.0
2607,1.0,12,130000.0,1,10833.333333333334,1,2,1964.0
2608,1.0,12,100000.0,1,8333.333333333334,1,16,1962.0
2609,1.15,48,570212.5,1,11879.427083333334,1,10,1962.0
2610,1.0,12,48000.0,1,4000.0,1,16,1967.0
2611,10.0,1,20000.0,1,20000.0,1,7,1967.0
2612,1.25,72,381938.0,1,5304.694444444444,1,11,1967.0
2613,1.25,48,487000.0,1,10145.833333333334,1,20,1967.0
2614,1.25,48,201000.0,1,4187.5,1,20,1955.0
2615,10.0,1,25000.0,1,25000.0,1,7,1955.0
2616,10.0,1,5000.0,1,5000.0,1,13,1955.0
2617,1.0,30,530900.0,1,17696.666666666668,1,18,1963.0
2618,1.25,24,240000.0,1,10000.0,1,20,1963.0
2619,1.15,72,348068.0,1,4834.277777777777,1,10,1996.0
2620,1.0,30,1100000.0,1,36666.666666666664,1,1,1960.0
2621,1.0,48,400000.0,1,8333.333333333334,1,6,1960.0
2622,1.0,12,150000.0,1,12500.0,1,2,1963.0
2623,1.0,12,20000.0,1,1666.6666666666667,1,2,1963.0
2624,1.15,60,941175.0,1,15686.25,1,10,1940.0
2626,10.0,1,30000.0,1,30000.0,1,7,1963.0
2627,1.25,48,435000.0,1,9062.5,1,20,1963.0
2628,1.0,12,70000.0,1,5833.333333333333,1,16,1963.0
